Name,ISIN,Symbol,Market,Currency,Turnover,MIC
WARR GEOX 25-26,IT0005644809,WGEO26,Euronext Milan,EUR,13870.2899,MTAA
WARR SIMONE 23-26,IT0005573172,WSMN26,Euronext Growth Milan,EUR,36.66,EXGM
WASTE MANAGEMENT,US94106L1098,4WM,EuroTLX,EUR,981.50,ETLX
WAVESTONE,FR0013357621,WAVE,Euronext Paris,EUR,231598.70,XPAR
WDESTINATION 24-27,IT0005630220,WDIT27,Euronext Growth Milan,EUR,-,EXGM
WDP,BE0974349814,WDP,"Euronext Brussels, Amsterdam",EUR,4794570.54,
WE.CONNECT,FR0013079092,ALWEC,Euronext Growth Paris,EUR,1035.30,ALXP
WEACCESS GROUP,FR0010688465,MLWEA,Euronext Access Paris,EUR,7.15,XMLI
WEBSOLUTE,IT0005384901,WBS,Euronext Growth Milan,EUR,3476.00,EXGM
WEBSTEP,NO0010609662,WSTEP,Oslo Børs,NOK,2017511.80,XOSL
WEBUILD,IT0003865570,WBD,Euronext Milan,EUR,4744839638,MTAA
WEBUILD RSP,IT0003865588,WBDR,Euronext Milan,EUR,59718.20,MTAA
WEC ENERGY GROUP,US92939U1060,4WEC,EuroTLX,EUR,10277.40,ETLX
WELLNESS,ES0105740007,MLWRS,Euronext Access Paris,EUR,-,XMLI
WELLS FARGO & CO,US9497461015,4WFC,EuroTLX,EUR,273.56,ETLX
WENDEL,FR0000121204,MF,Euronext Paris,EUR,4975068.00,XPAR
WERELDHAVE,NL0000289213,WHA,Euronext Amsterdam,EUR,1808957.92,XAMS
WERELDHAVE BELGIUM,BE0003724383,WEHB,Euronext Brussels,EUR,109745.40,XBRU
WESTERN BULK CHART,NO0010768096,WEST,Euronext Growth Oslo,NOK,159874.50,MERK
WESTERN DIGITAL,US9581021055,4WDC,EuroTLX,EUR,232.48,ETLX
WEYA,FR0010768770,MLWEY,Euronext Access Paris,EUR,180.00,XMLI
WEYERHAEUSER,US9621661043,4WY,EuroTLX,EUR,2982.00,ETLX
WEYVELD NOSSEGEM,BE0107958945,-,Euronext Expert Market,EUR,258500.00,VPXB
WFD UNIBAIL-RODAMC,FR0013326246,4URW,EuroTLX,EUR,155.48,ETLX
WFINCANTIERI 24-26,IT0005599862,WFCT26,Euronext Milan,EUR,497268868,MTAA
WHAT''S COOKING GP,BE0003573814,WHATS,Euronext Brussels,EUR,38777.50,XBRU
WHITESTONE GROUP,BE0974401334,ROCK,Euronext Growth Brussels,EUR,1147.50,ALXB
WIIT,IT0005440893,WIIT,Euronext Milan,EUR,797184.68,MTAA
WILH. WILHELMSEN A,NO0010571698,WWI,Oslo Børs,NOK,8981833.00,XOSL
WILH. WILHELMSEN B,NO0010576010,WWIB,Oslo Børs,NOK,8462654.00,XOSL
WINFARM,FR0014000P11,ALWF,Euronext Growth Paris,EUR,1734.72,ALXP
WITBE,FR0013143872,ALWIT,Euronext Growth Paris,EUR,511.34,ALXP
WOLTERS KLUWER,NL0000395903,WKL,Euronext Amsterdam,EUR,96408416.85,XAMS
WORKDAY,US98138H1014,4WDAY,EuroTLX,EUR,245.85,ETLX
WORLDLINE,FR0011981968,WLN,Euronext Paris,EUR,4667454.5545,XPAR
WPASQUARELLI 23-26,IT0005546301,WPSQ26,Euronext Growth Milan,EUR,140.00,EXGM
X-FAB,BE0974310428,XFAB,Euronext Paris,EUR,1489464935,XPAR
XENIA,IT0005568487,XHS,Euronext Growth Milan,EUR,18780.00,EXGM
XILAM ANIMATION,FR0004034072,XIL,Euronext Paris,EUR,12170.28,XPAR
XIOR,BE0974288202,XIOR,Euronext Brussels,EUR,967551.95,XBRU
XPLORA TECHNOLOGIE,NO0010895782,XPLRA,Euronext Growth Oslo,NOK,1989794.10,MERK
YAKKYO,IT0005573966,YKY,Euronext Growth Milan,EUR,5000.00,EXGM
YARA INTERNATIONAL,NO0010208051,YAR,Oslo Børs,NOK,155156683.60,XOSL
YOLO GROUP,IT0005495871,YOLO,Euronext Growth Milan,EUR,600.00,EXGM
YOUNITED FIN. WARR,LU2999660207,YOUNW,"Euronext Amsterdam, Paris",EUR,-,
YOUNITED FINANCIAL,LU2999653251,YOUNI,"Euronext Amsterdam, Paris",EUR,163.20,
ZALANDO,DE000ZAL1111,4ZAL,EuroTLX,EUR,566.10,ETLX
ZALARIS,NO0010708910,ZAL,Oslo Børs,NOK,834186.40,XOSL
ZAPTEC,NO0010713936,ZAP,Oslo Børs,NOK,3141755.40,XOSL
ZCCM,ZM0000000037,MLZAM,Euronext Access Paris,EUR,12138.16,XMLI
ZCI LIMITED,BMG9887P1068,CV,Euronext Paris,EUR,3755.94,XPAR
ZELLUNA,NO0013524942,ZLNA,Oslo Børs,NOK,9800364,XOSL
ZENITH ENERGY,CA98936C8584,ZENA,Euronext Growth Oslo,NOK,10007193504,MERK
ZENOBE GRAMME CERT,BE0003809267,ZEN,Euronext Brussels,EUR,1696.00,XBRU
ZEST,IT0005013013,ZEST,Euronext Milan,EUR,6766923,MTAA
ZIGNAGO VETRO,IT0004171440,ZV,Euronext Milan,EUR,903435.51,MTAA
ZOETIS,US98978V1035,4ZTS,EuroTLX,EUR,7950.00,ETLX
ZOOM COMMUNICATION,US98980L1017,4ZM,EuroTLX,EUR,298.40,ETLX
ZUCCHI,IT0005395071,ZUC,Euronext Milan,EUR,15864486,MTAA
